,matrix,Tcsr,Topt,OptimumFormat,speedup,experiment,matrix_id
1629,ukerbe1_dual,2.59678e-05,2.2191e-05,0,1.1701951241494297,xci-square_set-serial-1000,800
676,or2010,0.00210031,0.00179511,0,1.1700174362573883,cirrus-square_set-serial-1000,544
2021,Baumann,0.000107777,9.21178e-05,2,1.1699910332205068,a64fx-square_set-openmp-1000,146
677,sc2010,0.0018264,0.00156107,0,1.16996675357287,cirrus-square_set-serial-1000,545
678,G61,6.703e-05,5.72956e-05,0,1.1698978630121684,cirrus-square_set-serial-1000,546
679,p2p-Gnutella08,4.42633e-05,3.78709e-05,0,1.1687945097687142,cirrus-square_set-serial-1000,547
114,rajat26,0.000190907,0.000163346,0,1.1687277313187956,cirrus-square_set-cuda-1000,114
3308,fpga_dcop_37,0.000787023,0.000673433,3,1.168673052850098,ampere-square_set-cuda-1000,1128
4061,d_dyn1,2.00242e-05,1.71358e-05,5,1.168559390282333,instinct-square_set-hip-1000,942
680,ut2010,0.00126781,0.00108499,0,1.168499248841003,cirrus-square_set-serial-1000,548
436,wikipedia-20060925,0.0212151,0.0181586,0,1.168322447765797,cirrus-square_set-openmp-1000,122
1630,shock-9,0.000543841,0.000465628,0,1.1679731459448315,xci-square_set-serial-1000,801
2881,Chebyshev1,1.43358e-05,1.22762e-05,5,1.1677717860575747,a64fx-square_set-serial-1000,1171
2882,ck656,3.00587e-05,2.57454e-05,5,1.1675367250071857,a64fx-square_set-serial-1000,1172
115,Trefethen_20000,9.76327e-05,8.3632e-05,2,1.1674084082647789,cirrus-square_set-cuda-1000,115
2883,circuit_2,0.000220437,0.000188856,0,1.167222645825391,a64fx-square_set-serial-1000,876
976,mycielskian14,0.00177745,0.00152297,0,1.167094558658411,archer2-square_set-openmp-1000,294
2022,apache1,8.26907e-05,7.08574e-05,2,1.1670016116876996,a64fx-square_set-openmp-1000,135
4062,G1,2.3879e-05,2.04673e-05,5,1.1666902815710913,instinct-square_set-hip-1000,646
4063,west0132,2.04842e-05,1.75576e-05,5,1.1666856517975122,instinct-square_set-hip-1000,1403
2884,G56,0.000219748,0.000188357,0,1.1666569333765138,a64fx-square_set-serial-1000,559
977,de2010,3.05197e-05,2.61608e-05,5,1.1666195223387663,archer2-square_set-openmp-1000,510
1268,G55,7.4229e-05,6.36387e-05,0,1.1664128902696,archer2-square_set-serial-1000,562
978,bcircuit,7.88128e-05,6.75825e-05,5,1.166171716050753,archer2-square_set-openmp-1000,666
2885,denormal,0.00616731,0.00528857,2,1.1661583376980922,a64fx-square_set-serial-1000,121
2886,lung2,0.00403014,0.00345606,0,1.1661082272877206,a64fx-square_set-serial-1000,1173
2887,com-LiveJournal,1.85615,1.59203,0,1.1659013963304712,a64fx-square_set-serial-1000,125
2888,jan99jac100sc,0.00232578,0.00199533,0,1.165611703327269,a64fx-square_set-serial-1000,1174
4064,thermomech_dK,0.000107204,9.19809e-05,3,1.1655028380892118,instinct-square_set-hip-1000,1482
2889,jan99jac120sc,0.00281094,0.00241231,0,1.1652482475303756,a64fx-square_set-serial-1000,1175
4065,para-6,0.000333555,0.000286304,4,1.1650378618531352,instinct-square_set-hip-1000,1483
1269,bayer09,3.10055e-05,2.66135e-05,5,1.1650290266218273,archer2-square_set-serial-1000,729
2890,jan99jac100,0.00232432,0.00199533,0,1.1648799947878294,a64fx-square_set-serial-1000,1176
116,vas_stokes_4M,0.00629844,0.00540709,4,1.16484837500393,cirrus-square_set-cuda-1000,116
4066,para-5,0.000333074,0.000285951,4,1.1647939681973485,instinct-square_set-hip-1000,1484
979,dictionary28,7.31848e-05,6.28486e-05,0,1.1644618973214995,archer2-square_set-openmp-1000,485
1270,ak2010,0.00081465,0.000699656,0,1.164357913031547,archer2-square_set-serial-1000,526
117,wikipedia-20061104,0.00440443,0.0037828,0,1.1643306545416094,cirrus-square_set-cuda-1000,117
4067,G3,2.38121e-05,2.04531e-05,5,1.1642293833208657,instinct-square_set-hip-1000,637
3309,bloweybl,0.00088882,0.000763449,0,1.1642166012398993,ampere-square_set-cuda-1000,59
2891,jan99jac080sc,0.00183797,0.00157879,0,1.1641636949815999,a64fx-square_set-serial-1000,1177
4068,G44,2.32853e-05,2.00051e-05,5,1.1639681881120314,instinct-square_set-hip-1000,621
4069,G24,2.39818e-05,2.06053e-05,5,1.1638656073922728,instinct-square_set-hip-1000,1318
1631,2D_27628_bjtcai,0.000901165,0.00077459,5,1.1634090292929162,xci-square_set-serial-1000,663
4070,para-8,0.00033347,0.000286638,4,1.163383780238489,instinct-square_set-hip-1000,1485
437,wikipedia-20051105,0.0104135,0.00895158,0,1.163314185875566,cirrus-square_set-openmp-1000,126
4071,Spectro_10NN,2.23533e-05,1.92177e-05,5,1.163162084952934,instinct-square_set-hip-1000,1056
2892,LF10,7.12915e-07,6.12922e-07,0,1.1631414764031964,a64fx-square_set-serial-1000,707
980,c-64,0.000715897,0.000615569,0,1.1629841658693014,archer2-square_set-openmp-1000,97
4072,para-9,0.000333741,0.000287001,4,1.1628565754126292,instinct-square_set-hip-1000,1347
438,c-40,5.19349e-05,4.4665e-05,0,1.1627650285458413,cirrus-square_set-openmp-1000,362
981,c-64b,0.00071843,0.000617871,0,1.1627508007334866,archer2-square_set-openmp-1000,89
2023,juba40k,8.48079e-05,7.29461e-05,0,1.1626104754058133,a64fx-square_set-openmp-1000,675
2893,dwt_592,4.41977e-05,3.80185e-05,5,1.1625313991872377,a64fx-square_set-serial-1000,1178
4073,para-10,0.000333511,0.000286886,4,1.1625210013733678,instinct-square_set-hip-1000,1486
1632,biplane-9,0.00032107,0.000276256,0,1.1622191011235956,xci-square_set-serial-1000,802
118,wikipedia-20070206,0.00521524,0.00448965,0,1.1616139342710456,cirrus-square_set-cuda-1000,118
119,rgg_n_2_23_s0,0.00733838,0.00631746,4,1.1616029226936144,cirrus-square_set-cuda-1000,119
4074,G9,2.37324e-05,2.04318e-05,5,1.161542301706164,instinct-square_set-hip-1000,610
681,hi2010,0.000264873,0.00022812,0,1.1611125723303524,cirrus-square_set-serial-1000,549
4075,G25,2.39979e-05,2.06704e-05,5,1.1609789844415201,instinct-square_set-hip-1000,1322
3310,as-Skitter,0.00192901,0.00166164,0,1.1609072964059604,ampere-square_set-cuda-1000,74
2894,c-43,0.000871352,0.000750589,5,1.1608909802834841,a64fx-square_set-serial-1000,292
682,1138_bus,7.47558e-06,6.43988e-06,0,1.160825978123816,cirrus-square_set-serial-1000,550
4076,yeast_30NN,2.52069e-05,2.17171e-05,5,1.160693646941811,instinct-square_set-hip-1000,622
4077,delaunay_n21,0.000543032,0.000467865,5,1.160659591976318,instinct-square_set-hip-1000,1487
439,as-Skitter,0.0108808,0.00937539,0,1.16057038693857,cirrus-square_set-openmp-1000,74
4078,G47,2.3301e-05,2.00779e-05,5,1.1605297366756484,instinct-square_set-hip-1000,626
4079,para-7,0.000333457,0.000287386,4,1.1603105231291713,instinct-square_set-hip-1000,1488
4080,GD96_a,2.41458e-05,2.08118e-05,5,1.1601975802189142,instinct-square_set-hip-1000,242
2024,soc-Pokec,0.0275307,0.0237388,0,1.1597342746895378,a64fx-square_set-openmp-1000,157
4081,G2,2.42588e-05,2.09216e-05,5,1.159509788926277,instinct-square_set-hip-1000,830
2895,har_10NN,0.00142603,0.00122996,5,1.1594116881849816,a64fx-square_set-serial-1000,1179
4082,G30,2.40147e-05,2.07179e-05,5,1.1591280969596338,instinct-square_set-hip-1000,1329
4083,power197k,0.000247104,0.000213221,5,1.158910238672551,instinct-square_set-hip-1000,394
4084,fd15,2.3796e-05,2.05378e-05,5,1.1586440611944806,instinct-square_set-hip-1000,1019
2896,c-57,0.00281297,0.0024281,5,1.158506651291133,a64fx-square_set-serial-1000,178
3311,atmosmodj,0.000931911,0.000804694,2,1.1580936355931573,ampere-square_set-cuda-1000,92
120,TSOPF_FS_b300_c2,0.000429498,0.000370888,4,1.1580261426630143,cirrus-square_set-cuda-1000,120
982,ri2010,3.25375e-05,2.8099e-05,5,1.1579593579842697,archer2-square_set-openmp-1000,525
4085,G8,2.38683e-05,2.06127e-05,5,1.1579414632726426,instinct-square_set-hip-1000,821
4086,G45,2.33202e-05,2.01414e-05,5,1.157824183026006,instinct-square_set-hip-1000,1308
4087,GD01_a,2.30342e-05,1.98956e-05,5,1.1577534731297372,instinct-square_set-hip-1000,938
4088,tmt_sym,0.000173054,0.000149516,5,1.1574279675753765,instinct-square_set-hip-1000,1489
4089,epb3,3.88438e-05,3.35626e-05,2,1.1573537211062312,instinct-square_set-hip-1000,1295
4090,G5,2.37872e-05,2.05587e-05,5,1.1570381395710818,instinct-square_set-hip-1000,754
983,c-24,2.623e-05,2.26762e-05,0,1.1567193797902646,archer2-square_set-openmp-1000,667
121,denormal,0.000107885,9.32735e-05,2,1.1566522109709618,cirrus-square_set-cuda-1000,121
4091,dixmaanl,3.16812e-05,2.7393e-05,2,1.1565436425364144,instinct-square_set-hip-1000,206
2897,G55,0.000218156,0.000188658,0,1.156357005798853,a64fx-square_set-serial-1000,562
4092,G46,2.33138e-05,2.0163e-05,5,1.1562664286068542,instinct-square_set-hip-1000,653
4093,G4,2.37088e-05,2.05082e-05,5,1.1560644035068899,instinct-square_set-hip-1000,757
2898,c-38,0.000584856,0.000505923,5,1.1560178129873517,a64fx-square_set-serial-1000,1180
2899,ASIC_320ks,0.0182898,0.0158226,0,1.1559288612490994,a64fx-square_set-serial-1000,1181
4094,G43,2.37029e-05,2.05104e-05,5,1.1556527420235587,instinct-square_set-hip-1000,1314
2900,c-26,0.000271956,0.00023536,5,1.155489462950374,a64fx-square_set-serial-1000,1182
4095,G26,2.372e-05,2.05287e-05,5,1.1554555329855276,instinct-square_set-hip-1000,1333
4096,Goodwin_095,0.000122546,0.000106059,3,1.1554512111183397,instinct-square_set-hip-1000,1490
2901,c-41,0.000796227,0.000689121,5,1.1554240837240486,a64fx-square_set-serial-1000,669
4097,G28,2.39716e-05,2.07471e-05,5,1.1554193116146352,instinct-square_set-hip-1000,627
2902,jan99jac080,0.00181502,0.00157158,0,1.1549014367706385,a64fx-square_set-serial-1000,1183
2025,hangGlider_3,7.19422e-05,6.23045e-05,0,1.1546870611272058,a64fx-square_set-openmp-1000,168
2903,lung1,5.84375e-05,5.06124e-05,0,1.154608356845358,a64fx-square_set-serial-1000,1184
4098,G55,2.47701e-05,2.14535e-05,5,1.1545948213578203,instinct-square_set-hip-1000,562
2904,jan99jac120,0.00276992,0.00239941,0,1.1544171275438546,a64fx-square_set-serial-1000,1185
2026,germany_osm,0.0203948,0.0176677,0,1.1543551226249031,a64fx-square_set-openmp-1000,639
4099,G27,2.40352e-05,2.08235e-05,5,1.1542343986361563,instinct-square_set-hip-1000,1321
2905,offshore,0.0381428,0.0330526,5,1.1540030133786752,a64fx-square_set-serial-1000,190
4100,Vehicle_10NN,2.35286e-05,2.03904e-05,5,1.1539057595731324,instinct-square_set-hip-1000,620
4101,G7,2.46122e-05,2.13313e-05,5,1.1538068472151253,instinct-square_set-hip-1000,745
1633,GD99_b,9.5869e-07,8.31046e-07,0,1.1535943858703368,xci-square_set-serial-1000,803
984,Ge99H100,0.00205848,0.00178463,5,1.1534491743386586,archer2-square_set-openmp-1000,413
4102,GD06_theory,2.15309e-05,1.86679e-05,5,1.153364866964147,instinct-square_set-hip-1000,1064
2906,c-54,0.00278479,0.00241493,5,1.1531555780084723,a64fx-square_set-serial-1000,281
2907,c-18,0.000131557,0.000114086,5,1.1531388601581263,a64fx-square_set-serial-1000,1186
985,mip1,0.00498747,0.0043266,0,1.1527458050201083,archer2-square_set-openmp-1000,62
4103,G31,2.39469e-05,2.07785e-05,5,1.1524845393074572,instinct-square_set-hip-1000,1331
4104,radfr1,2.4269e-05,2.10583e-05,5,1.1524671982068828,instinct-square_set-hip-1000,1280
2908,apache2,0.0274056,0.0237835,5,1.152294658061261,a64fx-square_set-serial-1000,142
2909,jan99jac060,0.00134793,0.00116985,0,1.1522246441851518,a64fx-square_set-serial-1000,1187
2910,dwt_310,2.32895e-05,2.02163e-05,0,1.1520159475274903,a64fx-square_set-serial-1000,1188
4105,grid2,2.24633e-05,1.95025e-05,5,1.1518164337905397,instinct-square_set-hip-1000,780
683,bcsstm05,3.15615e-07,2.74017e-07,0,1.1518080994974764,cirrus-square_set-serial-1000,420
3312,bloweya,0.000890287,0.000773132,0,1.1515329853116931,ampere-square_set-cuda-1000,49
1469,coPapersCiteseer,0.00904066,0.00785147,0,1.1514608092497332,xci-square_set-openmp-1000,677
986,Si87H76,0.00332863,0.00289159,5,1.1511417593780584,archer2-square_set-openmp-1000,339
4106,cage,2.18685e-05,1.89979e-05,5,1.151100911153338,instinct-square_set-hip-1000,747
2911,c-34,0.000471331,0.00040948,5,1.1510476702158836,a64fx-square_set-serial-1000,1189
2027,c-44,7.6186e-05,6.61902e-05,0,1.151016313593251,a64fx-square_set-openmp-1000,664
4107,dataset16mfeatkarhunen_10NN,2.35491e-05,2.04598e-05,5,1.1509936558519633,instinct-square_set-hip-1000,1057
1634,L,1.27263e-05,1.10576e-05,0,1.1509097815077411,xci-square_set-serial-1000,804
4108,email,2.35002e-05,2.042e-05,5,1.1508423114593536,instinct-square_set-hip-1000,636
4109,d_dyn,2.00079e-05,1.73872e-05,5,1.1507258212938254,instinct-square_set-hip-1000,944
4110,3elt,2.35266e-05,2.04456e-05,5,1.1506925695504167,instinct-square_set-hip-1000,1491
1635,CSphd,7.25646e-06,6.30626e-06,0,1.1506756778185485,xci-square_set-serial-1000,498
3313,rgg_n_2_23_s0,0.00598783,0.00520661,3,1.1500438865211722,ampere-square_set-cuda-1000,119
4111,ch5-5-b3,2.11699e-05,1.84082e-05,5,1.150025532099825,instinct-square_set-hip-1000,770
4112,cs4,2.50496e-05,2.17819e-05,5,1.15001905251608,instinct-square_set-hip-1000,796
4113,grid1,2.13119e-05,1.85318e-05,5,1.1500178072286555,instinct-square_set-hip-1000,775
4114,G22,2.40535e-05,2.09178e-05,5,1.1499058218359481,instinct-square_set-hip-1000,1317
2912,can_96,5.94626e-06,5.17265e-06,5,1.149557770195161,a64fx-square_set-serial-1000,383
2913,jan99jac060sc,0.00134586,0.00117084,0,1.149482422875884,a64fx-square_set-serial-1000,1190
4115,GD95_b,2.14803e-05,1.86906e-05,5,1.1492568456871368,instinct-square_set-hip-1000,570
2028,italy_osm,0.00882417,0.00768191,0,1.1486947907486549,a64fx-square_set-openmp-1000,738
4116,dataset20mfeatpixel_10NN,2.34999e-05,2.04667e-05,5,1.148201713026526,instinct-square_set-hip-1000,1061
4117,dataset12mfeatfactors_10NN,2.34853e-05,2.04543e-05,5,1.1481840004302273,instinct-square_set-hip-1000,1060
4118,G23,2.3961e-05,2.0871e-05,5,1.1480523214029035,instinct-square_set-hip-1000,1313
684,wa2010,0.00211708,0.00184431,0,1.1478981299239281,cirrus-square_set-serial-1000,551
1271,mycielskian2,6.0706e-08,5.2889e-08,5,1.1478001096636352,archer2-square_set-serial-1000,20
2914,bp_200,3.96022e-05,3.4504e-05,0,1.1477567818223973,a64fx-square_set-serial-1000,1191
122,wikipedia-20060925,0.00407328,0.00354906,0,1.147706716708086,cirrus-square_set-cuda-1000,122
4119,rbsb480,2.30682e-05,2.01017e-05,5,1.1475745832442033,instinct-square_set-hip-1000,825
2915,M6,0.548807,0.478276,0,1.1474692437002902,a64fx-square_set-serial-1000,829
1272,az2010,0.00440165,0.00383613,0,1.1474194044518824,archer2-square_set-serial-1000,611
2029,great-britain_osm,0.0118258,0.0103104,0,1.146977808814401,a64fx-square_set-openmp-1000,728
987,c-62,0.000224479,0.00019572,0,1.1469395054159002,archer2-square_set-openmp-1000,450
3314,af_shell9,0.00112728,0.000983023,3,1.1467483466816137,ampere-square_set-cuda-1000,153
4120,c-60,0.000179248,0.000156318,0,1.1466881613121969,instinct-square_set-hip-1000,322
2030,viscoplastic2,0.000196629,0.000171506,0,1.1464846710902241,a64fx-square_set-openmp-1000,358
2916,c-50,0.00160919,0.00140375,5,1.1463508459483525,a64fx-square_set-serial-1000,343
4121,dataset18mfeatmorphological_10NN,2.3145e-05,2.01935e-05,5,1.1461608933567733,instinct-square_set-hip-1000,1303
4122,GD06_Java,2.54502e-05,2.22095e-05,5,1.145915036358315,instinct-square_set-hip-1000,644
988,ma2010,0.000182472,0.000159252,0,1.145806646070379,archer2-square_set-openmp-1000,553
4123,G60,2.47706e-05,2.16202e-05,5,1.1457155807994375,instinct-square_set-hip-1000,515
4124,G29,2.39239e-05,2.08827e-05,5,1.145632509206185,instinct-square_set-hip-1000,752
4125,G6,2.45657e-05,2.14463e-05,5,1.145451662990819,instinct-square_set-hip-1000,828
2031,bauru5727,8.32795e-05,7.27134e-05,0,1.1453115931864004,a64fx-square_set-openmp-1000,859
4126,aug2d,2.43212e-05,2.12392e-05,5,1.1451090436551281,instinct-square_set-hip-1000,813
4127,MISKnowledgeMap,2.51769e-05,2.19877e-05,5,1.1450447295533412,instinct-square_set-hip-1000,1492
4128,west0989,2.23806e-05,1.95486e-05,5,1.1448697093397993,instinct-square_set-hip-1000,1417
4129,nd2010,4.81512e-05,4.2061e-05,5,1.144794465181522,instinct-square_set-hip-1000,491
4130,sd2010,4.20392e-05,3.67228e-05,5,1.1447710958859347,instinct-square_set-hip-1000,493
4131,G10,2.37811e-05,2.07747e-05,5,1.144714484445022,instinct-square_set-hip-1000,755
685,roadNet-TX,0.0112813,0.0098561,0,1.1446008055924757,cirrus-square_set-serial-1000,552
4132,G51,2.7604e-05,2.41189e-05,5,1.1444966395648226,instinct-square_set-hip-1000,555
4133,rdist2,2.53148e-05,2.21229e-05,5,1.1442803610738195,instinct-square_set-hip-1000,1493
2917,LF10000,0.000683065,0.000596977,0,1.14420656072177,a64fx-square_set-serial-1000,221
2918,dwt_869,7.08785e-05,6.19459e-05,0,1.1442000196946045,a64fx-square_set-serial-1000,1192
4134,GD98_a,1.97024e-05,1.72222e-05,5,1.1440117987249017,instinct-square_set-hip-1000,471
440,pf2177,0.000120882,0.000105676,0,1.1438926530148756,cirrus-square_set-openmp-1000,363
4135,fd12,2.33013e-05,2.0371e-05,5,1.1438466447400717,instinct-square_set-hip-1000,1018
4136,Glass_10NN,2.18506e-05,1.91062e-05,5,1.143639237524992,instinct-square_set-hip-1000,615
3315,af_shell5,0.00112822,0.000986896,3,1.143200499343396,ampere-square_set-cuda-1000,163
4137,fd18,2.3489e-05,2.05477e-05,5,1.1431449748633669,instinct-square_set-hip-1000,1020
2032,cdde1,2.59869e-05,2.27333e-05,2,1.1431204444581295,a64fx-square_set-openmp-1000,207
989,bips07_3078,3.39906e-05,2.97369e-05,0,1.1430445002673446,archer2-square_set-openmp-1000,668
4138,md2010,5.4112e-05,4.7341e-05,5,1.1430261295705626,instinct-square_set-hip-1000,535
686,ma2010,0.00175471,0.00153522,0,1.1429697372363572,cirrus-square_set-serial-1000,553
990,c-62ghs,0.000224514,0.000196437,0,1.142931321492387,archer2-square_set-openmp-1000,469
4139,rbsa480,2.29542e-05,2.00841e-05,5,1.142904088308662,instinct-square_set-hip-1000,1325
2919,rajat27,0.000971269,0.000849926,0,1.1427688998806955,a64fx-square_set-serial-1000,1193
2920,Raj1,0.0112415,0.00983932,0,1.1425078155807515,a64fx-square_set-serial-1000,25
4140,wing,3.18232e-05,2.78577e-05,5,1.1423484350825803,instinct-square_set-hip-1000,793
4141,USpowerGrid,2.50508e-05,2.19299e-05,5,1.1423125504448264,instinct-square_set-hip-1000,473
4142,reorientation_8,0.000136494,0.000119491,0,1.1422952356244402,instinct-square_set-hip-1000,1494
687,bcsstm35,4.79525e-05,4.19891e-05,0,1.1420225725247741,cirrus-square_set-serial-1000,554
991,ar2010,0.000212683,0.000186262,0,1.1418485788835082,archer2-square_set-openmp-1000,504
1273,steam1,5.13858e-06,4.50078e-06,5,1.1417087704797835,archer2-square_set-serial-1000,730
2033,luxembourg_osm,0.000109548,9.59528e-05,0,1.1416863291118133,a64fx-square_set-openmp-1000,569
4143,G21,2.67203e-05,2.34096e-05,5,1.1414248855170528,instinct-square_set-hip-1000,580
123,kron_g500-logn21,0.01544,0.0135286,0,1.1412858684564553,cirrus-square_set-cuda-1000,123
2921,ford1,0.000769677,0.000674426,0,1.1412326926897836,a64fx-square_set-serial-1000,1194
992,c-41,5.04954e-05,4.42474e-05,0,1.1412060369648838,archer2-square_set-openmp-1000,669
4144,rdist1,2.6204e-05,2.29646e-05,5,1.1410605889064036,instinct-square_set-hip-1000,872
4145,aug3d,2.42479e-05,2.12513e-05,5,1.141007844226,instinct-square_set-hip-1000,939
1636,soc-Pokec,0.287449,0.251928,5,1.140996633958909,xci-square_set-serial-1000,157
2922,jan99jac040sc,0.000856553,0.000750777,0,1.1408887059672845,a64fx-square_set-serial-1000,1195
1637,netz4504_dual,8.10423e-06,7.10454e-06,0,1.1407114324080097,xci-square_set-serial-1000,805
1638,steam2,2.81392e-05,2.46704e-05,5,1.1406057461573382,xci-square_set-serial-1000,732
4146,mycielskian7,2.26196e-05,1.9834e-05,5,1.1404456993042251,instinct-square_set-hip-1000,613
2923,breasttissue_10NN,1.23525e-05,1.08338e-05,5,1.1401816537133787,a64fx-square_set-serial-1000,1196
4147,G17,2.65015e-05,2.32513e-05,5,1.139785732410661,instinct-square_set-hip-1000,645
4148,dataset22mfeatzernike_10NN,2.38176e-05,2.09022e-05,5,1.1394781410569221,instinct-square_set-hip-1000,1058
4149,ODLIS,2.39304e-05,2.10013e-05,5,1.1394723183802906,instinct-square_set-hip-1000,1300
2924,jan99jac040,0.00085631,0.000751529,0,1.1394237614250415,a64fx-square_set-serial-1000,1197
441,wikipedia-20061104,0.0220743,0.019375,0,1.1393187096774195,cirrus-square_set-openmp-1000,117
2034,az2010,0.000399707,0.000350872,0,1.1391818098907864,a64fx-square_set-openmp-1000,611
4150,semeion_10NN,2.38198e-05,2.09156e-05,5,1.1388532961043432,instinct-square_set-hip-1000,606
1470,c-45,0.000225788,0.000198315,0,1.1385321332223988,xci-square_set-openmp-1000,273
4151,airfoil1,2.38659e-05,2.09639e-05,5,1.1384284412728547,instinct-square_set-hip-1000,1495
993,c-29,2.91036e-05,2.55652e-05,0,1.13840689687544,archer2-square_set-openmp-1000,670
688,G51,1.79517e-05,1.57693e-05,5,1.1383954899710196,cirrus-square_set-serial-1000,555
4152,bayer01,3.22267e-05,2.83166e-05,5,1.1380850808359761,instinct-square_set-hip-1000,1055
4153,ch7-8-b5,5.12804e-05,4.50746e-05,5,1.1376784264308502,instinct-square_set-hip-1000,1496
4154,G61,2.47751e-05,2.17777e-05,5,1.1376362058435923,instinct-square_set-hip-1000,546
4155,dermatology_5NN,2.15003e-05,1.89032e-05,5,1.1373894367091288,instinct-square_set-hip-1000,1302
2925,rajat26,0.002284,0.00200846,0,1.1371896876213616,a64fx-square_set-serial-1000,114
1274,delaunay_n15,0.000537309,0.000472547,0,1.1370488014948779,archer2-square_set-serial-1000,575
3316,af_2_k101,0.00111516,0.00098075,3,1.1370481774152434,ampere-square_set-cuda-1000,87
442,mycielskian17,0.0334953,0.0294588,4,1.1370218746181107,cirrus-square_set-openmp-1000,192
4156,kmer_V2a,0.0116854,0.0102778,0,1.1369553795559362,instinct-square_set-hip-1000,817
4157,aug2dc,2.43586e-05,2.14258e-05,5,1.1368817033669687,instinct-square_set-hip-1000,814
4158,G16,2.62541e-05,2.30932e-05,5,1.1368757902759252,instinct-square_set-hip-1000,631
124,indochina-2004,0.00765443,0.00673297,4,1.1368578799549085,cirrus-square_set-cuda-1000,124
125,com-LiveJournal,0.0073933,0.0065052,4,1.1365215519891778,cirrus-square_set-cuda-1000,125
4159,G52,2.81904e-05,2.48053e-05,5,1.1364668034653884,instinct-square_set-hip-1000,625
4160,bratu3d,2.73598e-05,2.40767e-05,5,1.1363600493423103,instinct-square_set-hip-1000,1497
4161,celegansneural,2.33189e-05,2.05208e-05,5,1.1363543331643993,instinct-square_set-hip-1000,1498
1471,poisson3Db,0.000805912,0.000709233,0,1.1363148640855685,xci-square_set-openmp-1000,340
2035,ecology2,0.00100735,0.000886569,2,1.136234179178383,a64fx-square_set-openmp-1000,145
994,Ga19As19H42,0.00249924,0.00219967,5,1.1361886101096983,archer2-square_set-openmp-1000,388
995,wikipedia-20051105,0.0147622,0.0129943,0,1.1360519612445457,archer2-square_set-openmp-1000,126
443,hangGlider_5,3.91134e-05,3.44373e-05,0,1.1357859065606186,cirrus-square_set-openmp-1000,106
1275,road_central,0.260809,0.229664,0,1.135611153685384,archer2-square_set-serial-1000,249
3317,af_shell10,0.00172384,0.00151803,3,1.1355770307569677,ampere-square_set-cuda-1000,64
4162,GD01_Acap,2.3563e-05,2.07524e-05,5,1.1354349376457662,instinct-square_set-hip-1000,475
2926,c-52,0.00165138,0.00145456,5,1.1353123968760312,a64fx-square_set-serial-1000,357
3318,af_1_k101,0.00111359,0.000980906,3,1.135266783973184,ampere-square_set-cuda-1000,86
2036,oh2010,0.000634228,0.000558671,0,1.1352441777002924,a64fx-square_set-openmp-1000,520
2037,web-Stanford,0.00123262,0.0010858,0,1.135218272241665,a64fx-square_set-openmp-1000,651
4163,G54,2.69354e-05,2.37281e-05,5,1.1351688504347166,instinct-square_set-hip-1000,623
996,cit-Patents,0.0209972,0.0184987,0,1.1350635450058653,archer2-square_set-openmp-1000,301
2927,rajat19,5.0581e-05,4.45655e-05,0,1.134981095241835,a64fx-square_set-serial-1000,812
4164,n3c6-b7,2.36368e-05,2.0826e-05,5,1.134965907999616,instinct-square_set-hip-1000,1499
2038,md2010,0.000223684,0.000197086,0,1.1349563134875131,a64fx-square_set-openmp-1000,535
2039,hugebubbles-00000,0.0528595,0.0465749,0,1.134935340709266,a64fx-square_set-openmp-1000,860
1639,rw136,1.67167e-06,1.47293e-06,0,1.134928340111207,xci-square_set-serial-1000,442
2040,yeast_30NN,5.6411e-05,4.97067e-05,5,1.1348771895941592,a64fx-square_set-openmp-1000,622
4165,crack,2.39774e-05,2.11309e-05,5,1.134707939557709,instinct-square_set-hip-1000,833
4166,G56,2.47906e-05,2.18476e-05,5,1.1347058715831486,instinct-square_set-hip-1000,559
4167,str_600,2.19176e-05,1.93221e-05,5,1.1343280492286034,instinct-square_set-hip-1000,586
3319,rgg_n_2_19_s0,0.00098338,0.000867074,3,1.134136186761453,ampere-square_set-cuda-1000,141
997,windtunnel_evap2d,4.74023e-05,4.17967e-05,5,1.1341158512514147,archer2-square_set-openmp-1000,671
2928,598a,0.0201014,0.0177265,5,1.1339745578653428,a64fx-square_set-serial-1000,1198
4168,G20,2.63045e-05,2.31978e-05,5,1.1339221822759054,instinct-square_set-hip-1000,594
444,nos4,1.30612e-05,1.15188e-05,2,1.1339028371010869,cirrus-square_set-openmp-1000,364
998,rajat17,0.000230839,0.000203584,0,1.1338759430996541,archer2-square_set-openmp-1000,33
2041,shyy161,7.77466e-05,6.85735e-05,2,1.1337703340211598,a64fx-square_set-openmp-1000,861
999,gupta1,0.00101083,0.000891632,0,1.133685197480575,archer2-square_set-openmp-1000,280
1000,vsp_data_and_seymourl,5.808e-05,5.12357e-05,0,1.133584590432062,archer2-square_set-openmp-1000,672
126,wikipedia-20051105,0.00180964,0.00159645,0,1.1335400419681168,cirrus-square_set-cuda-1000,126
2929,c-67,0.00386624,0.00341079,5,1.133532114260919,a64fx-square_set-serial-1000,268
2042,wv2010,0.00020746,0.000183025,0,1.1335063515913126,a64fx-square_set-openmp-1000,522
2043,ms2010,0.000228272,0.000201394,0,1.1334597852964836,a64fx-square_set-openmp-1000,513
1276,p2p-Gnutella30,0.000308011,0.000271749,0,1.1334393134841343,archer2-square_set-serial-1000,612
3320,af_shell6,0.00111395,0.000982945,3,1.1332780572666832,ampere-square_set-cuda-1000,165
